行权价,上涨触发%,下跌触发%,平仓时间,累计盈亏$,交易天数,日均盈亏$
±3,2.0,1.25,13:00,923.4,42,21.99
±4,2.0,1.25,13:00,916.4,42,21.82
±3,2.0,1.25,10:30,908.4,42,21.63
±4,2.0,1.25,10:30,902.4,42,21.49
±4,3.0,1.25,10:30,877.4,42,20.89
±4,2.75,1.25,10:30,877.4,42,20.89
±4,2.5,1.25,10:30,877.4,42,20.89
±4,2.25,1.25,10:30,877.4,42,20.89
±4,3.25,1.25,10:30,877.4,42,20.89
±3,2.0,1.25,13:30,856.4,42,20.39
±3,2.5,1.25,10:30,852.4,42,20.3
±3,3.0,1.25,10:30,852.4,42,20.3
±3,3.25,1.25,10:30,852.4,42,20.3
±3,2.75,1.25,10:30,852.4,42,20.3
±3,2.25,1.25,10:30,852.4,42,20.3
±4,2.75,1.25,13:00,823.4,42,19.6
±3,2.0,2.0,10:30,810.4,42,19.3
±4,2.0,0.75,10:30,769.4,42,18.32
±4,2.0,2.0,10:30,765.4,42,18.22
±3,2.75,1.25,13:00,761.4,42,18.13
±4,1.75,1.25,10:30,756.4,42,18.01
±3,2.5,2.0,10:30,754.4,42,17.96
±3,2.75,2.0,10:30,754.4,42,17.96
±3,2.25,2.0,10:30,754.4,42,17.96
±3,3.0,2.0,10:30,754.4,42,17.96
±3,3.25,2.0,10:30,754.4,42,17.96
±3,3.0,1.25,13:30,751.4,42,17.89
±3,1.75,1.25,10:30,750.4,42,17.87
±4,2.75,0.75,10:30,744.4,42,17.72
±4,3.25,0.75,10:30,744.4,42,17.72
±4,2.5,0.75,10:30,744.4,42,17.72
±4,3.0,0.75,10:30,744.4,42,17.72
±4,2.25,0.75,10:30,744.4,42,17.72
±4,2.5,2.0,10:30,740.4,42,17.63
±4,2.25,2.0,10:30,740.4,42,17.63
±4,3.0,2.0,10:30,740.4,42,17.63
±4,2.75,2.0,10:30,740.4,42,17.63
±4,3.25,2.0,10:30,740.4,42,17.63
±4,2.0,1.25,13:30,730.4,42,17.39
±3,3.25,1.25,13:30,723.4,42,17.22
±3,3.25,1.25,13:00,722.4,42,17.2
±3,3.0,1.25,13:00,722.4,42,17.2
±4,3.25,1.25,13:30,712.4,42,16.96
±4,2.0,1.0,10:30,706.4,42,16.82
±4,3.25,1.25,13:00,701.4,42,16.7
±4,3.0,1.25,13:00,701.4,42,16.7
±3,2.0,1.0,10:30,697.4,42,16.6
±3,2.0,0.75,10:30,695.4,42,16.56
±4,2.0,0.5,10:30,693.4,42,16.51
±4,1.75,1.25,13:00,689.4,42,16.41
±4,3.25,1.0,10:30,681.4,42,16.22
±4,2.5,1.0,10:30,681.4,42,16.22
±4,2.75,1.0,10:30,681.4,42,16.22
±4,3.0,1.0,10:30,681.4,42,16.22
±4,2.25,1.0,10:30,681.4,42,16.22
±3,1.75,1.25,13:00,680.4,42,16.2
±4,2.5,0.5,10:30,668.4,42,15.91
±4,3.25,0.5,10:30,668.4,42,15.91
±4,2.25,0.5,10:30,668.4,42,15.91
±4,3.0,0.5,10:30,668.4,42,15.91
±4,2.75,0.5,10:30,668.4,42,15.91
±3,2.75,1.25,13:30,653.4,42,15.56
±3,1.75,2.0,10:30,652.4,42,15.53
±3,3.25,1.0,10:30,641.4,42,15.27
±3,3.0,1.0,10:30,641.4,42,15.27
±3,2.25,1.0,10:30,641.4,42,15.27
±3,2.75,1.0,10:30,641.4,42,15.27
±3,2.5,1.0,10:30,641.4,42,15.27
±3,2.25,0.75,10:30,639.4,42,15.22
±3,3.25,0.75,10:30,639.4,42,15.22
±3,5.0,1.25,13:00,639.4,42,15.22
±3,2.5,0.75,10:30,639.4,42,15.22
±3,4.5,1.25,13:00,639.4,42,15.22
±3,4.25,1.25,13:00,639.4,42,15.22
±3,4.0,1.25,13:00,639.4,42,15.22
±3,3.0,0.75,10:30,639.4,42,15.22
±3,2.75,0.75,10:30,639.4,42,15.22
±3,4.75,1.25,13:00,639.4,42,15.22
±3,3.75,1.25,13:00,639.4,42,15.22
±3,3.5,1.25,13:00,639.4,42,15.22
±3,1.75,1.25,13:30,624.4,42,14.87
±4,2.0,4.5,10:30,623.4,42,14.84
±4,2.0,3.0,10:30,623.4,42,14.84
±4,2.0,2.75,10:30,623.4,42,14.84
±4,2.0,3.25,10:30,623.4,42,14.84
±4,2.0,5.0,10:30,623.4,42,14.84
±4,2.0,3.5,10:30,623.4,42,14.84
±4,1.75,0.75,10:30,623.4,42,14.84
±4,2.0,4.0,10:30,623.4,42,14.84
±4,2.0,3.75,10:30,623.4,42,14.84
±4,2.0,4.75,10:30,623.4,42,14.84
±4,2.0,4.25,10:30,623.4,42,14.84
±4,1.75,2.0,10:30,619.4,42,14.75
±3,2.0,0.5,10:30,613.4,42,14.6
±4,3.75,1.25,13:00,607.4,42,14.46
±4,4.25,1.25,13:00,607.4,42,14.46
±4,4.5,1.25,13:00,607.4,42,14.46
±4,5.0,1.25,13:00,607.4,42,14.46
±4,3.5,1.25,13:00,607.4,42,14.46
±4,4.75,1.25,13:00,607.4,42,14.46
±4,4.0,1.25,13:00,607.4,42,14.46
±4,2.25,4.75,10:30,598.4,42,14.25
±4,2.75,3.0,10:30,598.4,42,14.25
±4,2.75,4.5,10:30,598.4,42,14.25
±4,2.75,3.75,10:30,598.4,42,14.25
±4,2.75,4.25,10:30,598.4,42,14.25
±4,3.25,3.75,10:30,598.4,42,14.25
±4,3.25,4.75,10:30,598.4,42,14.25
±4,3.25,4.25,10:30,598.4,42,14.25
±4,3.25,3.5,10:30,598.4,42,14.25
±4,3.25,4.5,10:30,598.4,42,14.25
±4,3.25,5.0,10:30,598.4,42,14.25
±4,3.25,4.0,10:30,598.4,42,14.25
±4,2.75,3.5,10:30,598.4,42,14.25
±4,2.75,4.0,10:30,598.4,42,14.25
±4,2.75,4.75,10:30,598.4,42,14.25
±4,2.5,4.75,10:30,598.4,42,14.25
±4,2.5,3.75,10:30,598.4,42,14.25
±4,2.5,5.0,10:30,598.4,42,14.25
±4,3.25,3.0,10:30,598.4,42,14.25
±4,3.25,3.25,10:30,598.4,42,14.25
±4,3.25,2.75,10:30,598.4,42,14.25
±4,2.25,5.0,10:30,598.4,42,14.25
±4,2.25,3.25,10:30,598.4,42,14.25
±4,2.75,2.75,10:30,598.4,42,14.25
±4,2.5,4.0,10:30,598.4,42,14.25
±4,2.75,3.25,10:30,598.4,42,14.25
±4,2.5,3.5,10:30,598.4,42,14.25
±4,2.5,4.25,10:30,598.4,42,14.25
±4,2.75,5.0,10:30,598.4,42,14.25
±4,2.25,4.0,10:30,598.4,42,14.25
±4,3.0,3.5,10:30,598.4,42,14.25
±4,3.0,2.75,10:30,598.4,42,14.25
±4,3.0,5.0,10:30,598.4,42,14.25
±4,3.0,4.0,10:30,598.4,42,14.25
±4,2.5,3.0,10:30,598.4,42,14.25
±4,2.5,4.5,10:30,598.4,42,14.25
±4,2.25,4.5,10:30,598.4,42,14.25
±4,2.5,2.75,10:30,598.4,42,14.25
±4,2.25,4.25,10:30,598.4,42,14.25
±4,3.0,4.5,10:30,598.4,42,14.25
±4,3.0,4.25,10:30,598.4,42,14.25
±4,2.25,3.0,10:30,598.4,42,14.25
±4,2.25,3.5,10:30,598.4,42,14.25
±4,3.0,3.75,10:30,598.4,42,14.25
±4,2.25,3.75,10:30,598.4,42,14.25
±4,2.5,3.25,10:30,598.4,42,14.25
±4,2.25,2.75,10:30,598.4,42,14.25
±4,3.0,3.25,10:30,598.4,42,14.25
±4,3.0,3.0,10:30,598.4,42,14.25
±4,3.0,4.75,10:30,598.4,42,14.25
±4,2.75,1.25,13:30,596.4,42,14.2
±3,2.0,4.75,10:30,589.4,42,14.03
±3,2.0,4.5,10:30,589.4,42,14.03
±3,2.0,5.0,10:30,589.4,42,14.03
±3,2.0,4.25,10:30,589.4,42,14.03
±3,2.0,3.5,10:30,589.4,42,14.03
±3,2.0,3.0,10:30,589.4,42,14.03
±3,2.0,3.25,10:30,589.4,42,14.03
±3,2.0,4.0,10:30,589.4,42,14.03
±3,2.0,2.75,10:30,589.4,42,14.03
±3,2.0,3.75,10:30,589.4,42,14.03
±4,1.5,1.25,10:30,588.4,42,14.01
±3,1.5,1.25,10:30,573.4,42,13.65
±4,2.0,0.5,13:00,573.4,42,13.65
±3,4.5,1.25,10:30,570.4,42,13.58
±3,4.25,1.25,10:30,570.4,42,13.58
±3,3.5,1.25,10:30,570.4,42,13.58
±3,4.0,1.25,10:30,570.4,42,13.58
±3,4.75,1.25,10:30,570.4,42,13.58
±3,3.75,1.25,10:30,570.4,42,13.58
±3,5.0,1.25,10:30,570.4,42,13.58
±4,4.5,1.25,10:30,560.4,42,13.34
±4,4.25,1.25,10:30,560.4,42,13.34
±4,3.75,1.25,10:30,560.4,42,13.34
±4,1.75,1.0,10:30,560.4,42,13.34
±3,2.5,1.25,13:00,560.4,42,13.34
±4,3.5,1.25,10:30,560.4,42,13.34
±4,5.0,1.25,10:30,560.4,42,13.34
±4,4.75,1.25,10:30,560.4,42,13.34
±4,4.0,1.25,10:30,560.4,42,13.34
±4,2.0,2.5,10:30,558.4,42,13.3
±4,3.0,1.25,13:30,558.4,42,13.3
±3,2.5,0.5,10:30,557.4,42,13.27
±3,2.25,0.5,10:30,557.4,42,13.27
±3,3.25,0.5,10:30,557.4,42,13.27
±3,2.75,0.5,10:30,557.4,42,13.27
±3,3.0,0.5,10:30,557.4,42,13.27
±4,1.75,1.25,11:00,549.4,42,13.08
±4,1.75,0.5,10:30,547.4,42,13.03
±3,1.75,1.0,10:30,539.4,42,12.84
±3,2.0,2.5,10:30,539.4,42,12.84
±3,1.75,0.75,10:30,537.4,42,12.8
±4,1.75,0.5,11:00,536.4,42,12.77
±3,2.75,5.0,10:30,533.4,42,12.7
±3,2.75,4.75,10:30,533.4,42,12.7
±3,2.75,3.25,10:30,533.4,42,12.7
±3,2.75,3.75,10:30,533.4,42,12.7
±3,2.25,4.5,10:30,533.4,42,12.7
±3,2.75,3.5,10:30,533.4,42,12.7
±3,3.25,4.5,10:30,533.4,42,12.7
±3,2.75,4.0,10:30,533.4,42,12.7
±3,3.25,3.25,10:30,533.4,42,12.7
±3,2.75,2.75,10:30,533.4,42,12.7
±3,2.75,4.25,10:30,533.4,42,12.7
±3,2.75,4.5,10:30,533.4,42,12.7
±3,2.25,4.75,10:30,533.4,42,12.7
±3,2.75,3.0,10:30,533.4,42,12.7
±4,2.75,2.5,10:30,533.4,42,12.7
±3,2.5,2.75,10:30,533.4,42,12.7
±3,2.5,4.0,10:30,533.4,42,12.7
±3,3.25,4.75,10:30,533.4,42,12.7
±3,2.5,3.75,10:30,533.4,42,12.7
±3,3.25,2.75,10:30,533.4,42,12.7
±3,2.5,4.25,10:30,533.4,42,12.7
±3,3.25,3.0,10:30,533.4,42,12.7
±3,2.5,3.0,10:30,533.4,42,12.7
±3,2.5,4.5,10:30,533.4,42,12.7
±3,2.5,3.25,10:30,533.4,42,12.7
±3,3.25,3.5,10:30,533.4,42,12.7
±3,3.25,4.0,10:30,533.4,42,12.7
±3,3.25,3.75,10:30,533.4,42,12.7
±3,3.25,4.25,10:30,533.4,42,12.7
±3,2.25,5.0,10:30,533.4,42,12.7
±3,2.25,2.75,10:30,533.4,42,12.7
±3,3.0,4.0,10:30,533.4,42,12.7
±4,3.0,2.5,10:30,533.4,42,12.7
±4,2.25,2.5,10:30,533.4,42,12.7
±3,3.0,2.75,10:30,533.4,42,12.7
±3,2.25,3.0,10:30,533.4,42,12.7
±3,2.25,3.5,10:30,533.4,42,12.7
±3,2.25,3.25,10:30,533.4,42,12.7
±3,2.25,4.0,10:30,533.4,42,12.7
±3,3.0,3.75,10:30,533.4,42,12.7
±3,2.25,4.25,10:30,533.4,42,12.7
±4,3.25,2.5,10:30,533.4,42,12.7
±3,2.25,3.75,10:30,533.4,42,12.7
±3,3.0,3.0,10:30,533.4,42,12.7
±3,3.0,3.25,10:30,533.4,42,12.7
±3,3.0,3.5,10:30,533.4,42,12.7
±4,2.5,2.5,10:30,533.4,42,12.7
±3,2.5,5.0,10:30,533.4,42,12.7
±3,2.5,4.75,10:30,533.4,42,12.7
±3,2.5,3.5,10:30,533.4,42,12.7
±3,3.0,4.75,10:30,533.4,42,12.7
±3,3.0,5.0,10:30,533.4,42,12.7
±3,3.0,4.25,10:30,533.4,42,12.7
±3,3.0,4.5,10:30,533.4,42,12.7
±3,3.25,5.0,10:30,533.4,42,12.7
±3,3.25,1.25,14:00,532.4,42,12.68
±3,1.75,1.25,11:00,524.4,42,12.49
±4,2.0,1.0,13:00,512.4,42,12.2
±4,1.75,1.25,13:30,497.4,42,11.84
±4,2.0,1.75,10:30,497.4,42,11.84
±3,3.75,1.25,13:30,492.4,42,11.72
±3,5.0,1.25,13:30,492.4,42,11.72
±3,4.25,1.25,13:30,492.4,42,11.72
±3,3.5,1.25,13:30,492.4,42,11.72
±3,4.75,1.25,13:30,492.4,42,11.72
±3,4.5,1.25,13:30,492.4,42,11.72
±3,4.0,1.25,13:30,492.4,42,11.72
±3,2.0,1.0,13:00,489.4,42,11.65
±3,3.0,2.5,10:30,483.4,42,11.51
±3,2.75,2.5,10:30,483.4,42,11.51
±3,2.5,2.5,10:30,483.4,42,11.51
±3,3.25,2.5,10:30,483.4,42,11.51
±3,2.25,2.5,10:30,483.4,42,11.51
±4,2.75,0.5,13:00,480.4,42,11.44
±4,1.75,2.75,10:30,477.4,42,11.37
±4,1.75,4.5,10:30,477.4,42,11.37
±4,1.75,3.5,10:30,477.4,42,11.37
±4,1.75,3.75,10:30,477.4,42,11.37
±4,1.75,4.25,10:30,477.4,42,11.37
±4,1.75,4.0,10:30,477.4,42,11.37
±4,1.75,4.75,10:30,477.4,42,11.37
±4,1.75,5.0,10:30,477.4,42,11.37
±4,1.75,3.0,10:30,477.4,42,11.37
±4,1.75,3.25,10:30,477.4,42,11.37
±3,2.0,1.75,10:30,475.4,42,11.32
±3,1.5,2.0,10:30,475.4,42,11.32
±3,4.25,2.0,10:30,472.4,42,11.25
±3,4.75,2.0,10:30,472.4,42,11.25
±3,5.0,2.0,10:30,472.4,42,11.25
±4,2.75,1.75,10:30,472.4,42,11.25
±4,3.0,1.75,10:30,472.4,42,11.25
±3,3.5,2.0,10:30,472.4,42,11.25
±3,4.5,2.0,10:30,472.4,42,11.25
±4,2.5,1.75,10:30,472.4,42,11.25
±3,4.0,2.0,10:30,472.4,42,11.25
±4,3.25,1.75,10:30,472.4,42,11.25
±4,2.25,1.75,10:30,472.4,42,11.25
±3,3.75,2.0,10:30,472.4,42,11.25
±3,3.0,1.25,14:00,467.4,42,11.13
±3,1.75,0.5,11:00,464.4,42,11.06
±3,2.0,0.5,13:00,460.4,42,10.96
±4,2.5,1.25,13:00,455.4,42,10.84
±4,2.25,1.25,13:00,455.4,42,10.84
±3,1.75,0.5,10:30,455.4,42,10.84
±4,1.5,0.75,10:30,455.4,42,10.84
±3,2.5,1.25,13:30,452.4,42,10.77
±4,1.5,2.0,10:30,451.4,42,10.75
±3,2.0,1.5,10:30,450.4,42,10.72
±4,2.0,0.75,13:00,444.4,42,10.58
±4,4.25,1.25,13:30,442.4,42,10.53
±4,4.5,1.25,13:30,442.4,42,10.53
±4,4.0,1.25,13:30,442.4,42,10.53
±4,3.5,1.25,13:30,442.4,42,10.53
±4,4.75,1.25,13:30,442.4,42,10.53
±4,5.0,1.25,13:30,442.4,42,10.53
±4,3.75,1.25,13:30,442.4,42,10.53
±3,1.75,5.0,10:30,431.4,42,10.27
±3,1.75,4.0,10:30,431.4,42,10.27
±3,1.75,3.25,10:30,431.4,42,10.27
±3,1.75,4.5,10:30,431.4,42,10.27
±3,1.75,4.75,10:30,431.4,42,10.27
±3,1.75,3.0,10:30,431.4,42,10.27
±3,1.75,3.5,10:30,431.4,42,10.27
±3,1.75,3.75,10:30,431.4,42,10.27
±3,1.75,4.25,10:30,431.4,42,10.27
±3,1.75,2.75,10:30,431.4,42,10.27
±4,3.5,0.75,10:30,427.4,42,10.18
±4,5.0,0.75,10:30,427.4,42,10.18
±4,3.75,0.75,10:30,427.4,42,10.18
±4,4.75,0.75,10:30,427.4,42,10.18
±4,4.25,0.75,10:30,427.4,42,10.18
±4,4.5,0.75,10:30,427.4,42,10.18
±4,4.0,0.75,10:30,427.4,42,10.18
±4,4.5,2.0,10:30,423.4,42,10.08
±4,4.75,2.0,10:30,423.4,42,10.08
±4,4.0,2.0,10:30,423.4,42,10.08
±4,4.25,2.0,10:30,423.4,42,10.08
±4,3.75,2.0,10:30,423.4,42,10.08
±4,5.0,2.0,10:30,423.4,42,10.08
±4,3.5,2.0,10:30,423.4,42,10.08
±4,2.0,1.5,10:30,421.4,42,10.03
±3,2.0,0.5,13:30,421.4,42,10.03
±3,2.25,1.75,10:30,419.4,42,9.99
±4,2.0,2.25,10:30,419.4,42,9.99
±3,2.75,1.75,10:30,419.4,42,9.99
±3,3.0,1.75,10:30,419.4,42,9.99
±4,2.75,1.0,13:00,419.4,42,9.99
±3,3.25,1.75,10:30,419.4,42,9.99
±3,2.5,1.75,10:30,419.4,42,9.99
±4,1.75,2.5,10:30,412.4,42,9.82
±4,2.0,0.5,13:30,409.4,42,9.75
±4,3.0,1.5,10:30,396.4,42,9.44
±4,2.75,1.5,10:30,396.4,42,9.44
±4,3.25,1.5,10:30,396.4,42,9.44
±4,2.5,1.5,10:30,396.4,42,9.44
±4,2.25,1.5,10:30,396.4,42,9.44
±4,2.25,2.25,10:30,394.4,42,9.39
±3,2.25,1.5,10:30,394.4,42,9.39
±4,3.25,2.25,10:30,394.4,42,9.39
±3,2.75,1.5,10:30,394.4,42,9.39
±4,2.0,1.25,11:00,394.4,42,9.39
±4,2.5,2.25,10:30,394.4,42,9.39
±3,3.25,1.5,10:30,394.4,42,9.39
±3,2.5,1.5,10:30,394.4,42,9.39
±4,3.0,2.25,10:30,394.4,42,9.39
±4,2.75,2.25,10:30,394.4,42,9.39
±3,3.0,1.5,10:30,394.4,42,9.39
±3,2.0,1.25,14:00,392.4,42,9.34
±4,1.5,1.0,10:30,392.4,42,9.34
±4,3.25,0.5,13:30,391.4,42,9.32
±4,3.25,1.25,10:00,383.4,42,9.13
±4,3.0,1.25,10:00,383.4,42,9.13
±4,2.25,1.25,10:00,383.4,42,9.13
±4,2.75,1.25,10:00,383.4,42,9.13
±4,2.0,1.25,10:00,383.4,42,9.13
±4,2.5,1.25,10:00,383.4,42,9.13
±3,1.75,2.5,10:30,381.4,42,9.08
±4,2.0,0.5,11:00,381.4,42,9.08
±4,1.5,0.5,10:30,379.4,42,9.03
±4,2.75,1.25,14:00,376.4,42,8.96
±4,1.5,1.25,11:00,374.4,42,8.91
±3,2.0,1.25,11:00,374.4,42,8.91
±4,1.5,1.25,13:00,371.4,42,8.84
±3,2.75,1.25,14:00,369.4,42,8.8
±4,2.25,1.25,11:00,366.4,42,8.72
±4,2.75,1.25,11:00,366.4,42,8.72
±4,3.0,1.25,11:00,366.4,42,8.72
±4,2.5,1.25,11:00,366.4,42,8.72
±4,3.25,1.25,11:00,366.4,42,8.72
±4,5.0,1.0,10:30,364.4,42,8.68
±3,2.25,1.25,13:00,364.4,42,8.68
±4,4.0,1.0,10:30,364.4,42,8.68
±4,4.25,1.0,10:30,364.4,42,8.68
±4,3.5,1.0,10:30,364.4,42,8.68
±4,4.75,1.0,10:30,364.4,42,8.68
±4,4.5,1.0,10:30,364.4,42,8.68
±4,3.75,1.0,10:30,364.4,42,8.68
±3,2.0,2.25,10:30,363.4,42,8.65
±3,1.5,1.0,10:30,362.4,42,8.63
±4,1.5,0.5,11:00,361.4,42,8.6
±4,3.25,1.25,14:00,360.4,42,8.58
±3,1.5,0.75,10:30,360.4,42,8.58
±3,3.5,1.0,10:30,359.4,42,8.56
±3,3.75,1.0,10:30,359.4,42,8.56
±3,5.0,1.0,10:30,359.4,42,8.56
±3,4.0,1.0,10:30,359.4,42,8.56
±3,4.75,1.0,10:30,359.4,42,8.56
±3,4.25,1.0,10:30,359.4,42,8.56
±3,4.5,1.0,10:30,359.4,42,8.56
±4,3.0,0.5,13:00,358.4,42,8.53
±4,3.25,0.5,13:00,358.4,42,8.53
±3,4.0,0.75,10:30,357.4,42,8.51
±3,4.25,0.75,10:30,357.4,42,8.51
±3,4.5,0.75,10:30,357.4,42,8.51
±3,3.5,0.75,10:30,357.4,42,8.51
±3,5.0,0.75,10:30,357.4,42,8.51
±3,3.75,0.75,10:30,357.4,42,8.51
±3,4.75,0.75,10:30,357.4,42,8.51
±4,2.75,0.5,11:00,353.4,42,8.41
±4,3.25,0.5,11:00,353.4,42,8.41
±4,3.0,0.5,11:00,353.4,42,8.41
±4,2.25,0.5,11:00,353.4,42,8.41
±4,2.5,0.5,11:00,353.4,42,8.41
±4,2.75,0.75,13:00,351.4,42,8.37
±4,3.75,0.5,10:30,351.4,42,8.37
±4,1.75,1.75,10:30,351.4,42,8.37
±4,4.5,0.5,10:30,351.4,42,8.37
±4,4.25,0.5,10:30,351.4,42,8.37
±4,4.0,0.5,10:30,351.4,42,8.37
±4,5.0,0.5,10:30,351.4,42,8.37
±4,4.75,0.5,10:30,351.4,42,8.37
±4,3.5,0.5,10:30,351.4,42,8.37
±4,1.75,0.5,13:00,346.4,42,8.25
±4,2.0,1.25,14:00,339.4,42,8.08
±4,1.25,1.25,10:30,338.4,42,8.06
±4,3.0,1.25,14:00,338.4,42,8.06
±3,1.5,1.25,11:00,335.4,42,7.99
±3,2.0,0.75,13:00,335.4,42,7.99
±3,1.5,1.25,13:00,334.4,42,7.96
±3,1.25,1.25,10:30,332.4,42,7.91
±3,1.75,1.25,14:00,327.4,42,7.8
±3,2.75,1.0,13:00,327.4,42,7.8
±3,2.0,1.25,10:00,319.4,42,7.6
±3,3.0,1.25,10:00,319.4,42,7.6
±3,2.25,1.25,10:00,319.4,42,7.6
±3,2.5,1.25,10:00,319.4,42,7.6
±3,2.75,1.25,10:00,319.4,42,7.6
±3,3.25,1.25,10:00,319.4,42,7.6
±3,1.75,1.75,10:30,317.4,42,7.56
±3,3.0,0.5,13:30,316.4,42,7.53
±3,2.0,0.5,11:00,314.4,42,7.49
±4,1.5,3.25,10:30,309.4,42,7.37
±4,1.5,3.5,10:30,309.4,42,7.37
±4,1.5,3.0,10:30,309.4,42,7.37
±4,1.5,4.0,10:30,309.4,42,7.37
±4,1.5,4.25,10:30,309.4,42,7.37
±4,1.5,4.75,10:30,309.4,42,7.37
±4,1.5,3.75,10:30,309.4,42,7.37
±4,1.5,2.75,10:30,309.4,42,7.37
±4,1.5,4.5,10:30,309.4,42,7.37
±4,1.5,5.0,10:30,309.4,42,7.37
±3,2.0,1.0,13:30,308.4,42,7.34
±3,2.25,2.25,10:30,307.4,42,7.32
±3,2.5,2.25,10:30,307.4,42,7.32
±3,3.25,2.25,10:30,307.4,42,7.32
±3,3.0,2.25,10:30,307.4,42,7.32
±3,2.75,2.25,10:30,307.4,42,7.32
±3,2.25,1.25,11:00,304.4,42,7.25
±3,3.25,1.25,11:00,304.4,42,7.25
±3,2.75,1.25,11:00,304.4,42,7.25
±3,3.0,1.25,11:00,304.4,42,7.25
±3,2.5,1.25,11:00,304.4,42,7.25
±3,4.5,1.25,14:00,302.4,42,7.2
±3,5.0,1.25,14:00,302.4,42,7.2
±3,3.75,1.25,14:00,302.4,42,7.2
±3,4.75,1.25,14:00,302.4,42,7.2
±3,3.5,1.25,14:00,302.4,42,7.2
±3,4.25,1.25,14:00,302.4,42,7.2
±3,4.0,1.25,14:00,302.4,42,7.2
±3,3.25,0.5,14:00,302.4,42,7.2
±3,2.75,0.5,13:00,298.4,42,7.1
±4,3.25,1.0,13:00,297.4,42,7.08
±4,3.0,1.0,13:00,297.4,42,7.08
±4,1.75,1.25,14:00,294.4,42,7.01
±3,1.75,1.5,10:30,292.4,42,6.96
±3,3.25,1.0,13:00,288.4,42,6.87
±3,3.0,1.0,13:00,288.4,42,6.87
±3,3.25,0.5,13:30,288.4,42,6.87
±4,3.25,1.0,10:00,287.4,42,6.84
±4,2.0,1.0,10:00,287.4,42,6.84
±4,2.75,1.0,10:00,287.4,42,6.84
±4,2.25,1.0,10:00,287.4,42,6.84
±4,2.5,1.0,10:00,287.4,42,6.84
±4,3.0,1.0,10:00,287.4,42,6.84
±4,1.75,1.0,13:00,285.4,42,6.8
±4,5.0,4.25,10:30,281.4,42,6.7
±4,5.0,3.25,10:30,281.4,42,6.7
±4,5.0,4.0,10:30,281.4,42,6.7
±4,5.0,2.75,10:30,281.4,42,6.7
±4,5.0,3.75,10:30,281.4,42,6.7
±4,3.5,3.5,10:30,281.4,42,6.7
±4,4.5,4.5,10:30,281.4,42,6.7
±4,4.5,4.25,10:30,281.4,42,6.7
±4,4.5,3.75,10:30,281.4,42,6.7
±4,4.5,4.0,10:30,281.4,42,6.7
±4,4.5,3.5,10:30,281.4,42,6.7
±4,4.5,3.25,10:30,281.4,42,6.7
±4,4.5,3.0,10:30,281.4,42,6.7
±4,4.5,4.75,10:30,281.4,42,6.7
±4,4.5,2.75,10:30,281.4,42,6.7
±4,4.75,3.5,10:30,281.4,42,6.7
±4,4.75,2.75,10:30,281.4,42,6.7
±4,4.5,5.0,10:30,281.4,42,6.7
±4,4.75,3.25,10:30,281.4,42,6.7
±4,4.75,3.0,10:30,281.4,42,6.7
±4,5.0,3.5,10:30,281.4,42,6.7
±4,5.0,4.5,10:30,281.4,42,6.7
±4,4.75,4.25,10:30,281.4,42,6.7
±4,4.75,4.5,10:30,281.4,42,6.7
±4,4.75,4.75,10:30,281.4,42,6.7
±4,4.75,5.0,10:30,281.4,42,6.7
±4,4.75,4.0,10:30,281.4,42,6.7
±4,4.75,3.75,10:30,281.4,42,6.7
±4,3.5,5.0,10:30,281.4,42,6.7
±4,3.5,4.75,10:30,281.4,42,6.7
±4,3.5,3.75,10:30,281.4,42,6.7
±4,3.5,4.0,10:30,281.4,42,6.7
±4,3.5,4.25,10:30,281.4,42,6.7
±4,3.5,4.5,10:30,281.4,42,6.7
±4,3.5,2.75,10:30,281.4,42,6.7
±4,3.5,3.0,10:30,281.4,42,6.7
±4,3.5,3.25,10:30,281.4,42,6.7
±4,3.75,3.5,10:30,281.4,42,6.7
±4,4.25,3.0,10:30,281.4,42,6.7
±4,4.25,3.75,10:30,281.4,42,6.7
±4,4.25,3.5,10:30,281.4,42,6.7
±4,4.25,3.25,10:30,281.4,42,6.7
±4,4.25,4.0,10:30,281.4,42,6.7
±4,3.75,4.5,10:30,281.4,42,6.7
±4,3.75,4.25,10:30,281.4,42,6.7
±4,4.25,5.0,10:30,281.4,42,6.7
±4,3.75,4.75,10:30,281.4,42,6.7
±4,3.75,4.0,10:30,281.4,42,6.7
±4,3.75,3.75,10:30,281.4,42,6.7
±4,4.25,4.25,10:30,281.4,42,6.7
±4,4.25,4.75,10:30,281.4,42,6.7
±4,4.25,4.5,10:30,281.4,42,6.7
±4,3.75,2.75,10:30,281.4,42,6.7
±4,3.75,3.0,10:30,281.4,42,6.7
±4,3.75,3.25,10:30,281.4,42,6.7
±4,4.25,2.75,10:30,281.4,42,6.7
±4,4.0,3.0,10:30,281.4,42,6.7
±4,4.0,3.25,10:30,281.4,42,6.7
±4,4.0,3.5,10:30,281.4,42,6.7
±4,4.0,4.25,10:30,281.4,42,6.7
±4,4.0,4.0,10:30,281.4,42,6.7
±4,4.0,3.75,10:30,281.4,42,6.7
±4,4.0,4.75,10:30,281.4,42,6.7
±4,4.0,5.0,10:30,281.4,42,6.7
±4,3.75,5.0,10:30,281.4,42,6.7
±4,4.0,2.75,10:30,281.4,42,6.7
±4,4.0,4.5,10:30,281.4,42,6.7
±4,5.0,3.0,10:30,281.4,42,6.7
±4,5.0,5.0,10:30,281.4,42,6.7
