买腿偏移,卖腿偏移,组合,上涨触发%,下跌触发%,平仓时间,累计盈亏$,交易天数,胜率%,触发次数,日均盈亏$
1,5,+1/+5,0.8,0.2,13:00,727.4,47,40.4,41,15.48
1,5,+1/+5,0.8,0.2,12:30,699.4,47,42.6,39,14.88
2,5,+2/+5,2.0,1.3,13:00,665.8,49,46.9,1,13.59
2,5,+2/+5,1.9,1.3,13:00,665.8,49,46.9,1,13.59
2,5,+2/+5,2.0,1.4,13:00,664.8,49,46.9,1,13.57
2,5,+2/+5,1.9,1.5,13:00,664.8,49,46.9,1,13.57
2,5,+2/+5,1.9,1.4,13:00,664.8,49,46.9,1,13.57
2,5,+2/+5,2.0,1.5,13:00,664.8,49,46.9,1,13.57
2,5,+2/+5,0.8,1.3,12:30,662.8,49,53.1,16,13.53
2,5,+2/+5,0.8,1.4,12:30,661.8,49,53.1,16,13.51
2,5,+2/+5,0.8,1.5,12:30,661.8,49,53.1,16,13.51
2,5,+2/+5,1.9,0.7,13:00,656.8,49,44.9,13,13.4
2,5,+2/+5,2.0,0.7,13:00,656.8,49,44.9,13,13.4
2,5,+2/+5,0.8,1.3,14:00,637.8,49,51.0,20,13.02
2,5,+2/+5,0.8,1.5,14:00,636.8,49,51.0,19,13.0
2,5,+2/+5,0.8,1.4,14:00,636.8,49,51.0,19,13.0
2,5,+2/+5,1.9,1.0,13:00,632.8,49,46.9,5,12.91
2,5,+2/+5,2.0,1.0,13:00,632.8,49,46.9,5,12.91
1,5,+1/+5,0.8,1.3,12:30,632.4,47,51.1,16,13.46
1,5,+1/+5,0.8,1.5,12:30,632.4,47,51.1,16,13.46
1,5,+1/+5,0.8,1.4,12:30,632.4,47,51.1,16,13.46
2,5,+2/+5,1.6,1.3,12:30,628.8,49,49.0,2,12.83
2,5,+2/+5,1.7,1.3,12:30,628.8,49,49.0,2,12.83
2,5,+2/+5,1.8,1.3,12:30,628.8,49,49.0,2,12.83
2,5,+2/+5,1.4,1.3,12:30,628.8,49,49.0,2,12.83
2,5,+2/+5,1.5,1.3,12:30,628.8,49,49.0,2,12.83
2,5,+2/+5,1.7,1.5,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.6,1.4,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.6,1.5,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.7,1.4,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.5,1.5,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.4,1.4,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.4,1.5,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.5,1.4,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.8,1.4,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.8,1.5,12:30,627.8,49,49.0,2,12.81
2,5,+2/+5,1.9,1.3,12:30,625.8,49,49.0,1,12.77
2,5,+2/+5,2.0,1.3,12:30,625.8,49,49.0,1,12.77
2,5,+2/+5,2.0,1.5,12:30,624.8,49,49.0,1,12.75
2,5,+2/+5,1.9,1.4,12:30,624.8,49,49.0,1,12.75
2,5,+2/+5,2.0,1.4,12:30,624.8,49,49.0,1,12.75
2,5,+2/+5,1.9,1.5,12:30,624.8,49,49.0,1,12.75
2,5,+2/+5,2.0,1.1,13:00,620.8,49,46.9,4,12.67
2,5,+2/+5,1.9,1.1,13:00,620.8,49,46.9,4,12.67
1,5,+1/+5,0.8,0.2,13:30,617.4,47,40.4,42,13.14
2,5,+2/+5,1.3,1.3,12:30,609.8,49,49.0,3,12.44
2,5,+2/+5,1.3,1.5,12:30,608.8,49,49.0,3,12.42
2,5,+2/+5,1.3,1.4,12:30,608.8,49,49.0,3,12.42
2,5,+2/+5,0.8,1.3,13:00,596.8,49,51.0,17,12.18
1,5,+1/+5,1.8,0.2,13:00,596.4,47,36.2,29,12.69
1,5,+1/+5,2.0,0.2,13:00,596.4,47,36.2,29,12.69
1,5,+1/+5,1.9,0.2,13:00,596.4,47,36.2,29,12.69
2,5,+2/+5,0.8,1.4,13:00,595.8,49,51.0,17,12.16
2,5,+2/+5,0.8,1.5,13:00,595.8,49,51.0,17,12.16
2,5,+2/+5,2.0,1.2,13:00,593.8,49,46.9,4,12.12
2,5,+2/+5,1.9,1.2,13:00,593.8,49,46.9,4,12.12
2,5,+2/+5,0.8,0.3,13:00,590.8,49,40.8,38,12.06
2,5,+2/+5,1.9,0.8,13:00,588.8,49,44.9,12,12.02
2,5,+2/+5,2.0,0.8,13:00,588.8,49,44.9,12,12.02
2,5,+2/+5,0.8,0.7,13:00,587.8,49,49.0,29,12.0
1,5,+1/+5,1.4,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,1.6,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,1.8,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,1.5,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,1.7,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,1.9,0.2,12:30,586.4,47,38.3,28,12.48
1,5,+1/+5,2.0,0.2,12:30,586.4,47,38.3,28,12.48
2,5,+2/+5,1.8,1.3,13:00,585.8,49,46.9,2,11.96
2,5,+2/+5,1.8,1.4,13:00,584.8,49,46.9,2,11.93
2,5,+2/+5,1.8,1.5,13:00,584.8,49,46.9,2,11.93
1,5,+1/+5,0.8,0.2,14:00,581.4,47,40.4,42,12.37
2,5,+2/+5,0.8,0.7,12:30,578.8,49,49.0,27,11.81
2,5,+2/+5,0.8,1.0,12:30,578.8,49,51.0,20,11.81
2,5,+2/+5,0.8,0.2,13:00,578.8,49,42.9,42,11.81
1,5,+1/+5,1.3,0.2,12:30,578.4,47,38.3,29,12.31
2,5,+2/+5,1.8,0.7,13:00,576.8,49,44.9,14,11.77
2,5,+2/+5,0.8,1.1,12:30,569.8,49,51.0,19,11.63
2,5,+2/+5,1.9,1.3,14:00,568.8,49,44.9,3,11.61
2,5,+2/+5,1.9,1.5,14:00,567.8,49,44.9,2,11.59
2,5,+2/+5,2.0,1.3,14:00,567.8,49,44.9,2,11.59
2,5,+2/+5,1.9,1.4,14:00,567.8,49,44.9,2,11.59
2,5,+2/+5,2.0,1.4,14:00,566.8,49,44.9,1,11.57
2,5,+2/+5,2.0,1.5,14:00,566.8,49,44.9,1,11.57
2,5,+2/+5,0.8,1.0,13:00,563.8,49,51.0,21,11.51
1,5,+1/+5,0.8,0.2,11:30,555.4,47,44.7,34,11.82
2,5,+2/+5,1.8,1.0,13:00,552.8,49,46.9,6,11.28
2,5,+2/+5,0.8,1.3,13:30,551.8,49,49.0,18,11.26
2,5,+2/+5,0.8,1.1,13:00,551.8,49,51.0,20,11.26
1,5,+1/+5,1.9,1.4,12:30,551.4,47,46.8,1,11.73
1,5,+1/+5,1.9,1.3,12:30,551.4,47,46.8,1,11.73
1,5,+1/+5,1.9,1.5,12:30,551.4,47,46.8,1,11.73
1,5,+1/+5,2.0,1.3,12:30,551.4,47,46.8,1,11.73
1,5,+1/+5,2.0,1.4,12:30,551.4,47,46.8,1,11.73
1,5,+1/+5,2.0,1.5,12:30,551.4,47,46.8,1,11.73
2,5,+2/+5,0.8,1.4,13:30,550.8,49,49.0,18,11.24
2,5,+2/+5,0.8,1.5,13:30,550.8,49,49.0,18,11.24
2,5,+2/+5,1.3,1.3,14:00,549.8,49,44.9,6,11.22
2,5,+2/+5,1.2,1.3,12:30,549.8,49,49.0,6,11.22
2,5,+2/+5,1.3,1.4,14:00,548.8,49,44.9,5,11.2
2,5,+2/+5,1.2,1.5,12:30,548.8,49,49.0,6,11.2
2,5,+2/+5,1.2,1.4,12:30,548.8,49,49.0,6,11.2
2,5,+2/+5,1.3,1.5,14:00,548.8,49,44.9,5,11.2
2,5,+2/+5,2.0,0.3,13:00,547.8,49,36.7,25,11.18
2,5,+2/+5,1.8,0.3,13:00,547.8,49,36.7,25,11.18
2,5,+2/+5,1.9,0.3,13:00,547.8,49,36.7,25,11.18
2,5,+2/+5,1.8,1.3,14:00,545.8,49,44.9,4,11.14
2,5,+2/+5,1.3,1.3,13:00,545.8,49,46.9,5,11.14
2,5,+2/+5,1.4,0.7,12:30,544.8,49,44.9,13,11.12
2,5,+2/+5,1.6,1.0,12:30,544.8,49,46.9,6,11.12
2,5,+2/+5,1.7,1.0,12:30,544.8,49,46.9,6,11.12
2,5,+2/+5,1.6,0.7,12:30,544.8,49,44.9,13,11.12
2,5,+2/+5,1.3,1.5,13:00,544.8,49,46.9,5,11.12
2,5,+2/+5,1.5,1.0,12:30,544.8,49,46.9,6,11.12
2,5,+2/+5,1.3,1.4,13:00,544.8,49,46.9,5,11.12
2,5,+2/+5,1.5,0.7,12:30,544.8,49,44.9,13,11.12
2,5,+2/+5,1.8,1.4,14:00,544.8,49,44.9,3,11.12
2,5,+2/+5,1.8,0.7,12:30,544.8,49,44.9,13,11.12
2,5,+2/+5,1.8,1.5,14:00,544.8,49,44.9,3,11.12
2,5,+2/+5,1.8,1.0,12:30,544.8,49,46.9,6,11.12
2,5,+2/+5,1.4,1.0,12:30,544.8,49,46.9,6,11.12
2,5,+2/+5,1.7,0.7,12:30,544.8,49,44.9,13,11.12
2,5,+2/+5,2.0,1.3,13:30,543.8,49,42.9,1,11.1
2,5,+2/+5,0.8,1.2,12:30,542.8,49,51.0,19,11.08
2,5,+2/+5,2.0,1.5,13:30,542.8,49,42.9,1,11.08
2,5,+2/+5,2.0,1.4,13:30,542.8,49,42.9,1,11.08
2,5,+2/+5,2.0,0.7,12:30,541.8,49,44.9,12,11.06
2,5,+2/+5,2.0,1.0,12:30,541.8,49,46.9,5,11.06
2,5,+2/+5,1.9,1.0,12:30,541.8,49,46.9,5,11.06
2,5,+2/+5,1.9,0.7,12:30,541.8,49,44.9,12,11.06
2,5,+2/+5,1.8,1.1,13:00,540.8,49,46.9,5,11.04
1,5,+1/+5,1.3,0.2,13:00,539.4,47,36.2,32,11.48
2,5,+2/+5,2.0,0.9,13:00,538.8,49,44.9,9,11.0
2,5,+2/+5,1.9,0.9,13:00,538.8,49,44.9,9,11.0
2,5,+2/+5,1.3,0.7,13:00,536.8,49,44.9,17,10.96
1,5,+1/+5,1.3,1.5,12:00,536.4,47,44.7,3,11.41
1,5,+1/+5,1.3,1.4,12:00,536.4,47,44.7,3,11.41
1,5,+1/+5,1.3,1.3,12:00,536.4,47,44.7,3,11.41
2,5,+2/+5,1.6,1.1,12:30,535.8,49,46.9,5,10.93
2,5,+2/+5,1.5,1.1,12:30,535.8,49,46.9,5,10.93
2,5,+2/+5,1.8,1.1,12:30,535.8,49,46.9,5,10.93
2,5,+2/+5,1.7,1.1,12:30,535.8,49,46.9,5,10.93
2,5,+2/+5,1.4,1.1,12:30,535.8,49,46.9,5,10.93
1,5,+1/+5,1.5,1.5,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.6,1.3,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.4,1.3,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.7,1.5,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.4,1.5,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.5,1.3,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.5,1.4,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.4,1.4,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.6,1.4,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.8,1.3,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.6,1.5,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.7,1.3,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.8,1.4,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.7,1.4,12:30,533.4,47,46.8,2,11.35
1,5,+1/+5,1.8,1.5,12:30,533.4,47,46.8,2,11.35
2,5,+2/+5,1.9,1.1,12:30,532.8,49,46.9,4,10.87
2,5,+2/+5,2.0,1.1,12:30,532.8,49,46.9,4,10.87
1,5,+1/+5,1.7,1.4,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.8,1.4,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.8,1.5,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.8,1.3,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.6,1.5,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.6,1.3,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.6,1.4,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.4,1.3,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.7,1.5,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.7,1.3,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.4,1.5,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.5,1.3,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.5,1.5,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.4,1.4,12:00,531.4,47,44.7,2,11.31
1,5,+1/+5,1.5,1.4,12:00,531.4,47,44.7,2,11.31
2,5,+2/+5,0.8,0.2,12:30,529.8,49,42.9,40,10.81
1,5,+1/+5,0.8,0.7,12:30,528.4,47,46.8,27,11.24
2,5,+2/+5,1.3,0.7,12:30,525.8,49,44.9,14,10.73
2,5,+2/+5,1.3,1.0,12:30,525.8,49,46.9,7,10.73
1,5,+1/+5,1.3,1.5,12:30,525.4,47,46.8,3,11.18
1,5,+1/+5,1.7,0.7,11:00,525.4,47,48.9,12,11.18
1,5,+1/+5,1.8,0.7,11:00,525.4,47,48.9,12,11.18
1,5,+1/+5,1.6,0.7,11:00,525.4,47,48.9,12,11.18
1,5,+1/+5,1.3,1.4,12:30,525.4,47,46.8,3,11.18
1,5,+1/+5,1.3,1.3,12:30,525.4,47,46.8,3,11.18
1,5,+1/+5,1.5,0.7,11:00,525.4,47,48.9,12,11.18
1,5,+1/+5,1.3,0.7,11:00,525.4,47,48.9,13,11.18
1,5,+1/+5,1.4,0.7,11:00,525.4,47,48.9,12,11.18
2,5,+2/+5,0.8,1.2,13:00,524.8,49,51.0,20,10.71
1,5,+1/+5,1.8,0.2,14:00,523.4,47,34.0,31,11.14
2,5,+2/+5,2.0,0.5,13:00,522.8,49,40.8,20,10.67
2,5,+2/+5,1.9,0.5,13:00,522.8,49,40.8,20,10.67
2,5,+2/+5,0.8,0.8,12:30,522.8,49,49.0,26,10.67
1,5,+1/+5,1.9,1.3,12:00,522.4,47,44.7,1,11.11
1,5,+1/+5,1.9,1.5,12:00,522.4,47,44.7,1,11.11
1,5,+1/+5,1.9,1.4,12:00,522.4,47,44.7,1,11.11
1,5,+1/+5,2.0,1.4,12:00,522.4,47,44.7,1,11.11
1,5,+1/+5,2.0,1.3,12:00,522.4,47,44.7,1,11.11
1,5,+1/+5,2.0,1.5,12:00,522.4,47,44.7,1,11.11
2,5,+2/+5,0.8,0.8,13:00,519.8,49,49.0,28,10.61
1,5,+1/+5,1.2,0.2,12:30,518.4,47,38.3,32,11.03
2,5,+2/+5,1.3,1.1,12:30,516.8,49,46.9,6,10.55
2,5,+2/+5,1.6,1.3,13:00,514.8,49,46.9,3,10.51
2,5,+2/+5,1.7,1.3,13:00,514.8,49,46.9,3,10.51
2,5,+2/+5,1.4,1.3,13:00,514.8,49,46.9,3,10.51
2,5,+2/+5,1.5,1.3,13:00,514.8,49,46.9,3,10.51
1,5,+1/+5,1.3,0.2,12:00,514.4,47,36.2,29,10.94
2,5,+2/+5,1.6,1.5,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.7,1.4,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.8,1.2,13:00,513.8,49,46.9,5,10.49
2,5,+2/+5,1.6,1.4,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.7,1.5,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.4,1.5,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.4,1.4,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.5,1.4,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.5,1.5,13:00,513.8,49,46.9,3,10.49
2,5,+2/+5,1.3,1.0,13:00,512.8,49,46.9,9,10.47
1,5,+1/+5,0.8,1.0,12:30,511.4,47,48.9,20,10.88
2,5,+2/+5,0.8,0.3,12:30,509.8,49,40.8,37,10.4
1,5,+1/+5,2.0,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.6,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.6,0.2,13:00,509.4,47,36.2,30,10.84
1,5,+1/+5,1.8,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.9,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.5,0.2,13:00,509.4,47,36.2,30,10.84
1,5,+1/+5,1.7,0.2,13:00,509.4,47,36.2,30,10.84
1,5,+1/+5,1.4,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.4,0.2,13:00,509.4,47,36.2,30,10.84
1,5,+1/+5,1.7,0.2,12:00,509.4,47,36.2,28,10.84
1,5,+1/+5,1.5,0.2,12:00,509.4,47,36.2,28,10.84
2,5,+2/+5,1.6,1.2,12:30,508.8,49,46.9,5,10.38
2,5,+2/+5,1.8,0.8,13:00,508.8,49,44.9,13,10.38
2,5,+2/+5,1.8,1.2,12:30,508.8,49,46.9,5,10.38
2,5,+2/+5,1.5,1.2,12:30,508.8,49,46.9,5,10.38
2,5,+2/+5,1.7,1.2,12:30,508.8,49,46.9,5,10.38
2,5,+2/+5,1.4,1.2,12:30,508.8,49,46.9,5,10.38
2,5,+2/+5,1.3,0.3,13:00,507.8,49,36.7,28,10.36
1,5,+1/+5,1.9,0.7,11:00,507.4,47,48.9,11,10.8
1,5,+1/+5,2.0,0.7,11:00,507.4,47,48.9,11,10.8
2,5,+2/+5,2.0,1.2,12:30,505.8,49,46.9,4,10.32
2,5,+2/+5,1.5,0.7,13:00,505.8,49,44.9,15,10.32
2,5,+2/+5,1.9,1.2,12:30,505.8,49,46.9,4,10.32
2,5,+2/+5,1.4,0.7,13:00,505.8,49,44.9,15,10.32
2,5,+2/+5,1.6,0.7,13:00,505.8,49,44.9,15,10.32
2,5,+2/+5,1.7,0.7,13:00,505.8,49,44.9,15,10.32
1,5,+1/+5,1.1,0.2,12:30,505.4,47,38.3,32,10.75
2,5,+2/+5,0.8,0.2,13:30,503.8,49,38.8,43,10.28
2,5,+2/+5,1.6,1.3,12:00,502.8,49,49.0,2,10.26
2,5,+2/+5,1.8,1.3,12:00,502.8,49,49.0,2,10.26
2,5,+2/+5,1.7,1.3,12:00,502.8,49,49.0,2,10.26
2,5,+2/+5,1.4,1.3,12:00,502.8,49,49.0,2,10.26
2,5,+2/+5,1.5,1.3,12:00,502.8,49,49.0,2,10.26
1,5,+1/+5,0.8,0.2,14:30,502.4,47,40.4,42,10.69
2,5,+2/+5,1.6,1.4,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.6,1.5,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.7,1.5,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.4,1.5,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.4,1.4,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.7,1.4,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.8,1.5,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.8,1.4,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.5,1.5,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.5,1.4,12:00,501.8,49,49.0,2,10.24
2,5,+2/+5,1.3,1.1,13:00,500.8,49,46.9,8,10.22
1,5,+1/+5,0.8,1.1,12:30,500.4,47,48.9,19,10.65
2,5,+2/+5,1.9,1.3,13:30,499.8,49,42.9,2,10.2
2,5,+2/+5,1.9,1.5,13:30,498.8,49,42.9,2,10.18
2,5,+2/+5,1.9,1.4,13:30,498.8,49,42.9,2,10.18
2,5,+2/+5,1.3,1.3,12:00,496.8,49,49.0,3,10.14
2,5,+2/+5,1.3,1.5,12:00,495.8,49,49.0,3,10.12
2,5,+2/+5,1.3,1.4,12:00,495.8,49,49.0,3,10.12
1,5,+1/+5,1.3,0.2,14:00,494.4,47,34.0,33,10.52
2,5,+2/+5,1.9,0.2,13:00,493.8,49,38.8,30,10.08
2,5,+2/+5,2.0,0.2,13:00,493.8,49,38.8,30,10.08
2,5,+2/+5,1.8,0.2,13:00,493.8,49,38.8,30,10.08
1,5,+1/+5,1.8,0.2,13:30,493.4,47,34.0,31,10.5
2,5,+2/+5,1.1,1.3,12:30,490.8,49,49.0,6,10.02
2,5,+2/+5,1.3,1.2,12:30,489.8,49,46.9,6,10.0
2,5,+2/+5,1.1,1.5,12:30,489.8,49,49.0,6,10.0
2,5,+2/+5,1.1,1.4,12:30,489.8,49,49.0,6,10.0
1,5,+1/+5,2.0,0.2,13:30,489.4,47,34.0,30,10.41
2,5,+2/+5,1.8,0.8,12:30,488.8,49,44.9,12,9.98
2,5,+2/+5,1.5,0.8,12:30,488.8,49,44.9,12,9.98
2,5,+2/+5,1.4,0.8,12:30,488.8,49,44.9,12,9.98
2,5,+2/+5,1.6,0.8,12:30,488.8,49,44.9,12,9.98
2,5,+2/+5,1.7,0.8,12:30,488.8,49,44.9,12,9.98
2,5,+2/+5,0.8,0.3,13:30,487.8,49,36.7,41,9.96
2,5,+2/+5,0.8,0.9,12:30,486.8,49,49.0,23,9.93
2,5,+2/+5,0.8,0.2,14:00,486.8,49,40.8,43,9.93
2,5,+2/+5,1.9,0.8,12:30,485.8,49,44.9,11,9.91
2,5,+2/+5,2.0,0.8,12:30,485.8,49,44.9,11,9.91
2,5,+2/+5,1.6,1.3,14:00,483.8,49,44.9,4,9.87
2,5,+2/+5,1.4,1.3,14:00,483.8,49,44.9,4,9.87
2,5,+2/+5,1.5,1.3,14:00,483.8,49,44.9,4,9.87
2,5,+2/+5,1.7,1.3,14:00,483.8,49,44.9,4,9.87
2,5,+2/+5,1.6,1.4,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.5,1.5,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.4,1.5,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.5,1.4,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.7,1.5,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,0.8,1.0,14:00,482.8,49,49.0,29,9.85
2,5,+2/+5,1.6,1.5,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.7,1.4,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.4,1.4,14:00,482.8,49,44.9,3,9.85
2,5,+2/+5,1.4,1.0,13:00,481.8,49,46.9,7,9.83
2,5,+2/+5,1.5,1.0,13:00,481.8,49,46.9,7,9.83
2,5,+2/+5,1.7,1.0,13:00,481.8,49,46.9,7,9.83
2,5,+2/+5,0.8,0.7,13:30,481.8,49,44.9,30,9.83
2,5,+2/+5,1.6,1.0,13:00,481.8,49,46.9,7,9.83
1,5,+1/+5,1.5,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,1.8,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,1.3,0.2,11:00,481.4,47,44.7,27,10.24
1,5,+1/+5,1.9,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,1.6,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,1.4,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,1.7,0.2,11:00,481.4,47,44.7,26,10.24
1,5,+1/+5,2.0,0.2,11:00,481.4,47,44.7,26,10.24
2,5,+2/+5,1.5,0.7,11:00,480.8,49,49.0,12,9.81
2,5,+2/+5,1.4,0.7,11:00,480.8,49,49.0,12,9.81
2,5,+2/+5,1.6,0.7,11:00,480.8,49,49.0,12,9.81
2,5,+2/+5,1.7,0.7,11:00,480.8,49,49.0,12,9.81
2,5,+2/+5,1.3,0.7,11:00,480.8,49,49.0,13,9.81
2,5,+2/+5,1.8,0.7,11:00,480.8,49,49.0,12,9.81
2,5,+2/+5,1.7,0.3,13:00,476.8,49,36.7,26,9.73
2,5,+2/+5,1.4,0.3,13:00,476.8,49,36.7,26,9.73
2,5,+2/+5,1.5,0.3,13:00,476.8,49,36.7,26,9.73
2,5,+2/+5,0.8,1.0,13:30,476.8,49,46.9,25,9.73
2,5,+2/+5,1.6,0.3,13:00,476.8,49,36.7,26,9.73
2,5,+2/+5,2.0,0.3,13:30,475.8,49,30.6,27,9.71
2,5,+2/+5,0.8,0.3,14:00,473.8,49,38.8,41,9.67
2,5,+2/+5,1.3,1.2,13:00,473.8,49,46.9,8,9.67
2,5,+2/+5,2.0,0.7,13:30,473.8,49,38.8,13,9.67
1,5,+1/+5,1.2,0.2,13:00,473.4,47,36.2,34,10.07
2,5,+2/+5,0.8,1.1,14:00,472.8,49,49.0,26,9.65
2,5,+2/+5,1.8,1.3,13:30,472.8,49,42.9,3,9.65
2,5,+2/+5,1.8,1.4,13:30,471.8,49,42.9,3,9.63
2,5,+2/+5,1.9,1.3,12:00,471.8,49,49.0,1,9.63
2,5,+2/+5,1.8,1.5,13:30,471.8,49,42.9,3,9.63
2,5,+2/+5,2.0,1.3,12:00,471.8,49,49.0,1,9.63
1,5,+1/+5,1.9,0.2,14:00,471.4,47,34.0,31,10.03
2,5,+2/+5,1.9,1.5,12:00,470.8,49,49.0,1,9.61
2,5,+2/+5,2.0,1.4,12:00,470.8,49,49.0,1,9.61
2,5,+2/+5,1.9,1.4,12:00,470.8,49,49.0,1,9.61
2,5,+2/+5,2.0,1.5,12:00,470.8,49,49.0,1,9.61
2,5,+2/+5,0.8,0.9,13:00,469.8,49,49.0,25,9.59
2,5,+2/+5,1.5,1.1,13:00,469.8,49,46.9,6,9.59
2,5,+2/+5,1.3,0.8,12:30,469.8,49,44.9,13,9.59
2,5,+2/+5,1.6,1.1,13:00,469.8,49,46.9,6,9.59
2,5,+2/+5,1.4,1.1,13:00,469.8,49,46.9,6,9.59
2,5,+2/+5,1.7,1.1,13:00,469.8,49,46.9,6,9.59
2,5,+2/+5,1.2,0.3,13:00,469.8,49,36.7,30,9.59
1,5,+1/+5,1.8,1.4,14:00,469.4,47,42.6,3,9.99
1,5,+1/+5,1.8,1.5,14:00,469.4,47,42.6,3,9.99
2,5,+2/+5,1.3,0.8,13:00,468.8,49,44.9,16,9.57
2,5,+2/+5,2.0,1.0,13:30,468.8,49,40.8,8,9.57
1,5,+1/+5,1.8,1.3,14:00,468.4,47,42.6,4,9.97
1,5,+1/+5,2.0,0.2,14:00,467.4,47,34.0,30,9.94
1,5,+1/+5,1.9,1.5,14:00,467.4,47,42.6,2,9.94
1,5,+1/+5,1.9,1.4,14:00,467.4,47,42.6,2,9.94
1,5,+1/+5,1.9,1.3,14:00,466.4,47,42.6,3,9.92
2,5,+2/+5,1.2,1.0,12:30,465.8,49,46.9,10,9.51
2,5,+2/+5,1.2,0.7,12:30,465.8,49,44.9,17,9.51
2,5,+2/+5,0.8,1.1,13:30,463.8,49,46.9,24,9.47
1,5,+1/+5,1.7,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,1.9,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,2.0,0.2,11:30,463.4,47,42.6,26,9.86
1,5,+1/+5,1.5,0.2,11:30,463.4,47,42.6,26,9.86
