买腿偏移,卖腿偏移,组合,上涨触发%,下跌触发%,平仓时间,累计盈亏$,交易天数,胜率%,触发次数,日均盈亏$
3,4,+3/+4,0.4,0.2,12:00,-306.6,47,29.8,47,-6.52
3,4,+3/+4,0.4,0.2,11:30,-306.6,47,29.8,47,-6.52
4,5,+4/+5,0.3,0.5,11:00,-306.6,47,38.3,42,-6.52
3,4,+3/+4,0.4,0.2,12:30,-306.6,47,29.8,47,-6.52
3,4,+3/+4,0.4,0.2,13:00,-306.6,47,29.8,47,-6.52
1,5,+1/+5,0.7,0.5,14:00,-306.6,47,40.4,39,-6.52
3,4,+3/+4,0.5,0.6,11:30,-306.6,47,36.2,34,-6.52
3,4,+3/+4,0.4,1.4,13:30,-306.6,47,44.7,32,-6.52
1,5,+1/+5,0.3,1.0,14:30,-306.6,47,59.6,40,-6.52
1,5,+1/+5,0.7,0.8,14:00,-306.6,47,44.7,33,-6.52
3,4,+3/+4,0.4,0.2,11:00,-306.6,47,29.8,47,-6.52
1,4,+1/+4,0.2,0.3,14:00,-306.6,47,46.8,47,-6.52
3,4,+3/+4,0.4,1.5,13:30,-306.6,47,44.7,32,-6.52
3,4,+3/+4,0.4,0.2,14:00,-306.6,47,29.8,47,-6.52
3,4,+3/+4,0.4,0.2,14:30,-306.6,47,29.8,47,-6.52
3,4,+3/+4,1.2,0.5,11:30,-306.6,47,36.2,19,-6.52
3,4,+3/+4,1.2,0.3,11:30,-306.6,47,34.0,24,-6.52
3,4,+3/+4,1.3,0.6,11:30,-306.6,47,36.2,16,-6.52
1,4,+1/+4,0.2,0.3,14:30,-306.6,47,46.8,47,-6.52
1,5,+1/+5,0.5,0.8,14:00,-306.6,47,53.2,36,-6.52
1,5,+1/+5,0.4,1.0,14:30,-306.6,47,55.3,37,-6.52
3,4,+3/+4,0.4,0.2,13:30,-306.6,47,29.8,47,-6.52
1,3,+1/+3,0.5,1.5,13:00,-306.6,47,55.3,25,-6.52
3,4,+3/+4,0.7,0.6,11:00,-306.6,47,36.2,24,-6.52
4,5,+4/+5,0.6,0.5,11:30,-306.6,47,31.9,32,-6.52
4,5,+4/+5,0.2,0.5,14:00,-306.6,47,36.2,47,-6.52
1,3,+1/+3,0.5,1.4,13:00,-306.6,47,55.3,25,-6.52
3,4,+3/+4,0.9,0.2,14:00,-306.6,47,25.5,38,-6.52
1,2,+1/+2,2.0,0.8,11:00,-306.6,47,44.7,8,-6.52
3,4,+3/+4,0.6,1.2,10:30,-306.6,47,36.2,13,-6.52
3,4,+3/+4,0.6,1.0,10:30,-306.6,47,36.2,14,-6.52
3,4,+3/+4,0.6,1.3,10:30,-306.6,47,36.2,13,-6.52
3,4,+3/+4,0.7,0.9,14:00,-306.6,47,40.4,29,-6.52
4,5,+4/+5,0.7,0.1,11:30,-306.6,47,23.4,42,-6.52
3,4,+3/+4,0.6,1.1,10:30,-306.6,47,36.2,13,-6.52
2,3,+2/+3,0.5,0.5,14:30,-307.0,50,48.0,44,-6.14
2,3,+2/+3,0.3,1.1,14:00,-307.0,50,54.0,42,-6.14
2,3,+2/+3,0.8,1.2,14:30,-307.0,50,44.0,26,-6.14
2,3,+2/+3,0.3,1.0,13:30,-307.0,50,54.0,42,-6.14
2,3,+2/+3,0.3,1.2,11:30,-307.0,50,52.0,38,-6.14
2,3,+2/+3,0.7,0.6,11:00,-307.0,50,46.0,25,-6.14
2,3,+2/+3,0.8,0.4,14:30,-307.0,50,38.0,41,-6.14
2,3,+2/+3,1.2,0.4,14:00,-307.0,50,36.0,33,-6.14
2,3,+2/+3,2.0,0.6,14:30,-307.0,50,38.0,21,-6.14
2,3,+2/+3,1.1,0.9,14:00,-307.0,50,44.0,20,-6.14
2,3,+2/+3,0.3,0.7,11:00,-307.0,50,50.0,42,-6.14
2,5,+2/+5,0.1,0.3,12:30,-307.2,49,46.9,48,-6.27
3,5,+3/+5,0.2,0.4,12:00,-307.4,48,41.7,47,-6.4
3,5,+3/+5,0.2,0.4,11:30,-307.4,48,41.7,47,-6.4
3,5,+3/+5,1.1,0.6,14:30,-307.4,48,31.2,27,-6.4
1,3,+1/+3,1.6,0.8,14:00,-307.6,47,40.4,17,-6.54
1,2,+1/+2,2.0,1.4,11:00,-307.6,47,44.7,1,-6.54
3,4,+3/+4,0.9,0.5,13:00,-307.6,47,36.2,29,-6.54
3,4,+3/+4,1.9,0.5,11:30,-307.6,47,36.2,16,-6.54
3,4,+3/+4,0.5,0.6,12:00,-307.6,47,38.3,36,-6.54
1,3,+1/+3,1.5,0.8,14:00,-307.6,47,40.4,17,-6.54
3,4,+3/+4,0.4,1.3,13:30,-307.6,47,44.7,32,-6.54
3,4,+3/+4,2.0,0.5,11:30,-307.6,47,36.2,16,-6.54
1,2,+1/+2,1.0,1.5,11:30,-307.6,47,44.7,5,-6.54
1,4,+1/+4,0.3,0.3,13:30,-307.6,47,46.8,46,-6.54
1,2,+1/+2,1.0,1.4,11:30,-307.6,47,44.7,5,-6.54
1,4,+1/+4,1.0,1.3,14:30,-307.6,47,44.7,13,-6.54
3,4,+3/+4,0.6,0.6,11:00,-307.6,47,36.2,26,-6.54
1,3,+1/+3,2.0,0.3,13:30,-307.6,47,31.9,27,-6.54
1,2,+1/+2,1.3,1.1,11:30,-307.6,47,44.7,6,-6.54
1,2,+1/+2,0.7,0.2,13:00,-307.6,47,40.4,42,-6.54
3,4,+3/+4,0.7,1.0,14:30,-307.6,47,40.4,28,-6.54
1,3,+1/+3,1.4,0.8,14:00,-307.6,47,40.4,17,-6.54
3,4,+3/+4,1.9,0.2,14:30,-307.6,47,21.3,31,-6.54
1,4,+1/+4,0.6,0.9,10:30,-307.6,47,46.8,16,-6.54
1,2,+1/+2,1.9,1.5,11:00,-307.6,47,44.7,1,-6.54
1,5,+1/+5,2.0,1.1,14:30,-307.6,47,40.4,9,-6.54
1,2,+1/+2,2.0,0.6,12:00,-307.6,47,42.6,16,-6.54
4,5,+4/+5,0.2,0.5,13:30,-307.6,47,36.2,46,-6.54
4,5,+4/+5,0.2,0.9,11:00,-307.6,47,38.3,40,-6.54
1,3,+1/+3,1.1,0.8,13:00,-307.6,47,44.7,18,-6.54
1,2,+1/+2,1.9,1.4,11:00,-307.6,47,44.7,1,-6.54
4,5,+4/+5,0.6,0.4,13:30,-307.6,47,29.8,41,-6.54
1,3,+1/+3,1.2,0.8,13:00,-307.6,47,44.7,18,-6.54
1,4,+1/+4,1.8,0.7,14:30,-307.6,47,40.4,16,-6.54
1,2,+1/+2,1.9,0.6,12:00,-307.6,47,42.6,16,-6.54
1,3,+1/+3,1.7,0.8,14:00,-307.6,47,40.4,17,-6.54
1,2,+1/+2,2.0,1.5,11:00,-307.6,47,44.7,1,-6.54
3,4,+3/+4,0.9,1.4,10:30,-307.6,47,38.3,4,-6.54
3,4,+3/+4,0.9,1.5,10:30,-307.6,47,38.3,4,-6.54
2,3,+2/+3,1.7,0.9,14:00,-308.0,50,42.0,15,-6.16
2,3,+2/+3,0.5,0.3,12:30,-308.0,50,42.0,44,-6.16
2,3,+2/+3,0.4,1.1,14:30,-308.0,50,58.0,40,-6.16
2,3,+2/+3,1.9,0.6,13:30,-308.0,50,36.0,21,-6.16
2,3,+2/+3,0.5,0.5,13:30,-308.0,50,48.0,44,-6.16
2,3,+2/+3,0.3,0.7,13:30,-308.0,50,52.0,46,-6.16
2,3,+2/+3,1.8,0.6,13:30,-308.0,50,38.0,22,-6.16
2,3,+2/+3,0.5,0.2,14:00,-308.0,50,40.0,48,-6.16
2,3,+2/+3,1.6,0.9,14:00,-308.0,50,42.0,15,-6.16
2,3,+2/+3,0.6,1.0,12:30,-308.0,50,48.0,26,-6.16
2,3,+2/+3,1.5,0.9,14:00,-308.0,50,42.0,15,-6.16
2,3,+2/+3,0.6,0.7,12:00,-308.0,50,48.0,30,-6.16
2,3,+2/+3,0.6,1.1,12:00,-308.0,50,50.0,22,-6.16
2,3,+2/+3,0.7,0.7,13:30,-308.0,50,44.0,32,-6.16
2,3,+2/+3,2.0,0.9,14:30,-308.0,50,38.0,13,-6.16
2,3,+2/+3,1.4,0.9,14:00,-308.0,50,42.0,15,-6.16
2,4,+2/+4,0.2,0.6,14:00,-308.2,49,51.0,49,-6.29
2,4,+2/+4,0.2,0.6,14:30,-308.2,49,51.0,49,-6.29
3,5,+3/+5,0.3,0.5,13:30,-308.4,48,45.8,46,-6.42
3,5,+3/+5,0.2,0.4,10:30,-308.4,48,41.7,45,-6.42
1,2,+1/+2,1.4,1.0,12:30,-308.6,47,44.7,6,-6.57
3,4,+3/+4,1.3,0.1,12:30,-308.6,47,14.9,39,-6.57
3,4,+3/+4,0.9,0.3,14:00,-308.6,47,29.8,35,-6.57
3,4,+3/+4,0.5,0.8,13:30,-308.6,47,40.4,35,-6.57
1,2,+1/+2,1.0,1.3,11:30,-308.6,47,44.7,5,-6.57
1,4,+1/+4,0.3,1.2,11:30,-308.6,47,59.6,35,-6.57
4,5,+4/+5,0.4,1.4,10:30,-308.6,47,36.2,23,-6.57
1,2,+1/+2,1.9,1.3,11:00,-308.6,47,44.7,1,-6.57
1,2,+1/+2,1.2,1.0,12:00,-308.6,47,48.9,8,-6.57
1,3,+1/+3,1.8,0.9,14:00,-308.6,47,40.4,15,-6.57
3,4,+3/+4,0.6,1.3,14:00,-308.6,47,42.6,24,-6.57
1,4,+1/+4,0.8,0.1,13:00,-308.6,47,23.4,45,-6.57
1,2,+1/+2,1.8,1.0,12:30,-308.6,47,44.7,6,-6.57
1,4,+1/+4,2.0,1.1,14:30,-308.6,47,42.6,8,-6.57
3,4,+3/+4,0.4,1.0,11:30,-308.6,47,38.3,31,-6.57
3,4,+3/+4,0.4,1.0,13:30,-308.6,47,44.7,36,-6.57
4,5,+4/+5,0.4,1.3,10:30,-308.6,47,36.2,23,-6.57
1,2,+1/+2,1.5,1.0,12:30,-308.6,47,44.7,6,-6.57
1,2,+1/+2,1.7,1.0,12:30,-308.6,47,44.7,6,-6.57
1,4,+1/+4,0.6,1.4,14:30,-308.6,47,51.1,24,-6.57
4,5,+4/+5,0.4,1.2,10:30,-308.6,47,36.2,23,-6.57
1,5,+1/+5,0.2,1.1,14:30,-308.6,47,61.7,44,-6.57
1,2,+1/+2,1.1,0.8,12:30,-308.6,47,42.6,16,-6.57
3,4,+3/+4,0.9,1.1,10:30,-308.6,47,38.3,4,-6.57
1,4,+1/+4,2.0,0.4,13:30,-308.6,47,31.9,26,-6.57
4,5,+4/+5,0.4,1.5,10:30,-308.6,47,36.2,23,-6.57
3,4,+3/+4,0.9,1.0,10:30,-308.6,47,38.3,5,-6.57
3,4,+3/+4,1.9,0.5,14:30,-308.6,47,27.7,22,-6.57
1,2,+1/+2,1.6,1.0,12:30,-308.6,47,44.7,6,-6.57
3,4,+3/+4,0.9,1.2,10:30,-308.6,47,38.3,4,-6.57
1,2,+1/+2,2.0,1.3,11:00,-308.6,47,44.7,1,-6.57
1,5,+1/+5,1.2,0.6,13:30,-308.6,47,34.0,26,-6.57
3,4,+3/+4,0.8,0.2,11:00,-308.6,47,29.8,32,-6.57
3,4,+3/+4,0.9,1.3,10:30,-308.6,47,38.3,4,-6.57
2,3,+2/+3,0.5,0.2,10:30,-309.0,50,38.0,38,-6.18
2,3,+2/+3,1.0,1.2,14:00,-309.0,50,46.0,17,-6.18
2,3,+2/+3,1.3,0.6,14:00,-309.0,50,42.0,25,-6.18
2,3,+2/+3,0.5,0.7,14:30,-309.0,50,50.0,39,-6.18
2,4,+2/+4,0.3,0.9,14:30,-309.2,49,55.1,43,-6.31
2,5,+2/+5,0.1,0.3,11:30,-309.2,49,46.9,48,-6.31
2,5,+2/+5,0.2,0.6,11:30,-309.2,49,49.0,47,-6.31
3,5,+3/+5,0.3,0.5,14:00,-309.4,48,45.8,46,-6.45
3,5,+3/+5,0.6,0.6,14:00,-309.4,48,41.7,39,-6.45
3,5,+3/+5,0.3,0.6,12:30,-309.4,48,45.8,45,-6.45
3,5,+3/+5,0.3,0.6,12:00,-309.4,48,45.8,45,-6.45
1,2,+1/+2,1.0,1.5,12:00,-309.6,47,51.1,7,-6.59
1,2,+1/+2,1.7,0.5,11:00,-309.6,47,42.6,16,-6.59
1,2,+1/+2,1.0,1.4,12:00,-309.6,47,51.1,7,-6.59
3,4,+3/+4,1.8,0.6,11:30,-309.6,47,36.2,15,-6.59
1,2,+1/+2,1.6,0.5,11:00,-309.6,47,42.6,16,-6.59
3,4,+3/+4,0.4,0.3,10:30,-309.6,47,34.0,40,-6.59
1,5,+1/+5,1.2,0.1,14:00,-309.6,47,21.3,44,-6.59
1,5,+1/+5,0.3,1.2,13:30,-309.6,47,59.6,38,-6.59
3,4,+3/+4,0.4,1.5,11:30,-309.6,47,38.3,29,-6.59
3,4,+3/+4,0.4,1.4,11:30,-309.6,47,38.3,29,-6.59
4,5,+4/+5,0.3,1.2,11:00,-309.6,47,42.6,32,-6.59
1,4,+1/+4,1.1,0.6,14:00,-309.6,47,36.2,27,-6.59
1,4,+1/+4,0.6,1.5,14:30,-309.6,47,51.1,23,-6.59
1,2,+1/+2,1.5,0.5,11:00,-309.6,47,42.6,16,-6.59
4,5,+4/+5,0.5,0.4,13:00,-309.6,47,34.0,40,-6.59
4,5,+4/+5,0.4,0.1,12:00,-309.6,47,25.5,47,-6.59
4,5,+4/+5,0.4,0.1,13:30,-309.6,47,25.5,47,-6.59
4,5,+4/+5,0.4,0.1,13:00,-309.6,47,25.5,47,-6.59
4,5,+4/+5,0.4,0.1,12:30,-309.6,47,25.5,47,-6.59
1,2,+1/+2,1.0,0.7,12:30,-309.6,47,42.6,19,-6.59
3,4,+3/+4,1.6,0.6,11:30,-309.6,47,36.2,15,-6.59
1,4,+1/+4,0.4,0.3,12:30,-309.6,47,40.4,45,-6.59
4,5,+4/+5,0.4,0.1,14:30,-309.6,47,25.5,47,-6.59
1,4,+1/+4,0.9,0.8,13:30,-309.6,47,42.6,23,-6.59
4,5,+4/+5,0.4,0.1,14:00,-309.6,47,25.5,47,-6.59
1,2,+1/+2,1.4,0.5,11:00,-309.6,47,42.6,16,-6.59
1,2,+1/+2,1.8,0.5,11:00,-309.6,47,42.6,16,-6.59
4,5,+4/+5,0.4,0.1,10:30,-309.6,47,25.5,47,-6.59
4,5,+4/+5,0.4,0.1,11:30,-309.6,47,25.5,47,-6.59
4,5,+4/+5,0.4,0.1,11:00,-309.6,47,25.5,47,-6.59
3,4,+3/+4,1.5,0.6,11:30,-309.6,47,36.2,15,-6.59
1,4,+1/+4,0.4,0.9,11:30,-309.6,47,51.1,34,-6.59
3,4,+3/+4,1.4,0.6,11:30,-309.6,47,36.2,15,-6.59
1,2,+1/+2,0.7,0.2,12:30,-309.6,47,38.3,40,-6.59
4,5,+4/+5,0.2,0.5,12:00,-309.6,47,36.2,46,-6.59
3,4,+3/+4,0.8,0.4,11:30,-309.6,47,38.3,30,-6.59
4,5,+4/+5,0.2,0.5,13:00,-309.6,47,36.2,46,-6.59
4,5,+4/+5,0.2,0.5,12:30,-309.6,47,36.2,46,-6.59
1,3,+1/+3,0.8,0.9,12:00,-309.6,47,48.9,17,-6.59
4,5,+4/+5,0.4,0.9,14:30,-309.6,47,44.7,38,-6.59
1,2,+1/+2,1.3,0.5,11:00,-309.6,47,42.6,17,-6.59
1,4,+1/+4,0.9,1.2,13:30,-309.6,47,44.7,16,-6.59
3,4,+3/+4,1.7,0.6,11:30,-309.6,47,36.2,15,-6.59
2,3,+2/+3,0.6,0.3,11:00,-310.0,50,40.0,34,-6.2
2,3,+2/+3,0.4,0.8,13:30,-310.0,50,56.0,42,-6.2
2,3,+2/+3,1.9,1.0,14:30,-310.0,50,38.0,12,-6.2
2,3,+2/+3,0.2,1.3,14:00,-310.0,50,50.0,43,-6.2
2,3,+2/+3,0.6,1.2,11:30,-310.0,50,48.0,21,-6.2
2,5,+2/+5,0.6,1.2,14:30,-310.2,49,49.0,31,-6.33
2,4,+2/+4,0.5,0.4,12:30,-310.2,49,40.8,41,-6.33
2,5,+2/+5,0.1,0.3,12:00,-310.2,49,46.9,48,-6.33
3,5,+3/+5,0.2,0.5,11:30,-310.4,48,43.8,46,-6.47
3,5,+3/+5,0.4,0.4,12:30,-310.4,48,37.5,44,-6.47
1,4,+1/+4,0.6,1.3,14:30,-310.6,47,51.1,25,-6.61
1,3,+1/+3,1.1,0.7,13:30,-310.6,47,42.6,19,-6.61
4,5,+4/+5,0.5,0.1,11:00,-310.6,47,21.3,42,-6.61
1,2,+1/+2,1.6,1.1,12:30,-310.6,47,44.7,5,-6.61
1,2,+1/+2,1.3,0.5,12:30,-310.6,47,40.4,20,-6.61
1,2,+1/+2,1.6,0.3,12:30,-310.6,47,34.0,25,-6.61
1,4,+1/+4,0.4,1.2,11:00,-310.6,47,46.8,26,-6.61
1,2,+1/+2,1.1,0.3,12:30,-310.6,47,34.0,29,-6.61
3,4,+3/+4,0.4,1.3,11:30,-310.6,47,38.3,29,-6.61
1,2,+1/+2,1.9,0.5,14:00,-310.6,47,38.3,23,-6.61
1,2,+1/+2,2.0,0.3,12:30,-310.6,47,34.0,25,-6.61
1,2,+1/+2,1.8,1.1,12:30,-310.6,47,44.7,5,-6.61
1,3,+1/+3,1.0,0.3,13:00,-310.6,47,34.0,33,-6.61
1,2,+1/+2,0.5,0.2,14:30,-310.6,47,42.6,45,-6.61
3,4,+3/+4,0.4,0.7,13:00,-310.6,47,42.6,40,-6.61
1,2,+1/+2,1.9,1.0,14:00,-310.6,47,44.7,12,-6.61
3,4,+3/+4,0.6,0.8,13:00,-310.6,47,40.4,31,-6.61
1,5,+1/+5,0.4,0.8,13:00,-310.6,47,53.2,39,-6.61
1,2,+1/+2,1.5,1.1,12:30,-310.6,47,44.7,5,-6.61
1,2,+1/+2,1.7,0.3,12:30,-310.6,47,34.0,25,-6.61
1,2,+1/+2,1.4,0.3,12:30,-310.6,47,34.0,25,-6.61
1,2,+1/+2,1.2,0.2,12:00,-310.6,47,38.3,30,-6.61
1,4,+1/+4,0.4,0.8,13:00,-310.6,47,53.2,39,-6.61
1,2,+1/+2,1.5,0.3,12:30,-310.6,47,34.0,25,-6.61
1,4,+1/+4,1.4,0.5,14:30,-310.6,47,36.2,24,-6.61
1,4,+1/+4,0.4,0.8,11:30,-310.6,47,51.1,37,-6.61
4,5,+4/+5,0.6,0.6,12:30,-310.6,47,34.0,35,-6.61
3,4,+3/+4,0.9,0.3,11:00,-310.6,47,34.0,25,-6.61
1,3,+1/+3,0.8,0.3,11:00,-310.6,47,36.2,27,-6.61
4,5,+4/+5,0.7,0.1,11:00,-310.6,47,23.4,42,-6.61
1,2,+1/+2,1.8,0.3,12:30,-310.6,47,34.0,25,-6.61
1,2,+1/+2,1.7,1.1,12:30,-310.6,47,44.7,5,-6.61
1,2,+1/+2,1.4,1.1,12:30,-310.6,47,44.7,5,-6.61
1,2,+1/+2,0.5,1.0,11:30,-310.6,47,48.9,26,-6.61
1,4,+1/+4,1.5,0.5,14:30,-310.6,47,36.2,24,-6.61
4,5,+4/+5,0.6,0.4,14:30,-310.6,47,29.8,42,-6.61
3,4,+3/+4,0.6,1.0,14:00,-310.6,47,42.6,31,-6.61
1,2,+1/+2,0.5,1.0,12:30,-310.6,47,51.1,28,-6.61
1,4,+1/+4,0.8,0.1,10:30,-310.6,47,25.5,41,-6.61
1,2,+1/+2,1.0,1.3,12:00,-310.6,47,51.1,7,-6.61
1,4,+1/+4,1.6,0.5,14:30,-310.6,47,36.2,24,-6.61
1,2,+1/+2,1.2,1.1,12:00,-310.6,47,48.9,7,-6.61
1,3,+1/+3,0.7,0.7,12:00,-310.6,47,48.9,26,-6.61
1,4,+1/+4,1.7,0.5,14:30,-310.6,47,36.2,24,-6.61
1,3,+1/+3,1.2,0.7,13:30,-310.6,47,42.6,19,-6.61
1,2,+1/+2,1.9,0.3,12:30,-310.6,47,34.0,25,-6.61
1,3,+1/+3,1.8,1.3,13:30,-310.6,47,44.7,3,-6.61
1,4,+1/+4,0.4,0.7,14:00,-310.6,47,53.2,40,-6.61
4,5,+4/+5,0.9,0.4,11:30,-310.6,47,31.9,26,-6.61
3,4,+3/+4,1.0,0.3,12:00,-310.6,47,31.9,28,-6.61
2,3,+2/+3,0.6,0.2,11:00,-311.0,50,38.0,39,-6.22
2,3,+2/+3,2.0,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,0.4,0.3,14:00,-311.0,50,48.0,49,-6.22
2,3,+2/+3,0.8,0.6,10:30,-311.0,50,46.0,16,-6.22
2,3,+2/+3,1.4,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,1.9,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,0.8,0.4,12:00,-311.0,50,40.0,31,-6.22
2,3,+2/+3,0.3,0.3,13:30,-311.0,50,44.0,49,-6.22
2,3,+2/+3,0.4,0.3,13:30,-311.0,50,48.0,49,-6.22
2,3,+2/+3,0.4,0.3,14:30,-311.0,50,48.0,49,-6.22
2,3,+2/+3,1.6,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,1.8,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,1.7,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,1.5,0.1,11:30,-311.0,50,28.0,38,-6.22
2,3,+2/+3,0.6,1.1,12:30,-311.0,50,48.0,25,-6.22
2,3,+2/+3,0.3,0.3,14:30,-311.0,50,44.0,49,-6.22
2,3,+2/+3,0.3,0.3,14:00,-311.0,50,44.0,49,-6.22
2,3,+2/+3,0.3,1.1,13:30,-311.0,50,54.0,42,-6.22
2,4,+2/+4,0.3,0.6,12:30,-311.2,49,51.0,46,-6.35
2,5,+2/+5,0.7,0.1,13:30,-311.2,49,22.4,47,-6.35
3,5,+3/+5,0.6,0.1,11:30,-311.4,48,20.8,43,-6.49
3,5,+3/+5,0.7,0.1,10:30,-311.4,48,20.8,41,-6.49
3,5,+3/+5,0.3,0.4,12:30,-311.4,48,41.7,46,-6.49
3,5,+3/+5,0.3,0.4,13:30,-311.4,48,41.7,46,-6.49
3,5,+3/+5,0.3,0.5,14:30,-311.4,48,45.8,46,-6.49
3,5,+3/+5,0.3,0.4,13:00,-311.4,48,41.7,46,-6.49
1,5,+1/+5,0.1,0.2,14:00,-311.6,47,44.7,47,-6.63
1,5,+1/+5,0.1,0.2,10:30,-311.6,47,44.7,47,-6.63
1,3,+1/+3,0.8,1.5,14:00,-311.6,47,44.7,17,-6.63
1,3,+1/+3,0.5,1.2,12:30,-311.6,47,55.3,28,-6.63
1,2,+1/+2,0.5,0.3,11:00,-311.6,47,44.7,36,-6.63
1,3,+1/+3,1.2,0.3,14:00,-311.6,47,31.9,33,-6.63
1,3,+1/+3,1.8,1.4,13:30,-311.6,47,44.7,3,-6.63
1,2,+1/+2,0.6,0.2,11:30,-311.6,47,38.3,40,-6.63
1,5,+1/+5,0.1,0.2,12:00,-311.6,47,44.7,47,-6.63
1,2,+1/+2,0.8,0.7,11:30,-311.6,47,42.6,21,-6.63
3,4,+3/+4,1.0,0.7,14:30,-311.6,47,31.9,23,-6.63
1,5,+1/+5,0.1,0.2,11:30,-311.6,47,44.7,47,-6.63
1,5,+1/+5,0.1,0.2,11:00,-311.6,47,44.7,47,-6.63
1,4,+1/+4,1.1,1.4,14:30,-311.6,47,44.7,9,-6.63
1,4,+1/+4,1.0,0.9,14:00,-311.6,47,40.4,22,-6.63
1,5,+1/+5,0.1,0.2,12:30,-311.6,47,44.7,47,-6.63
3,4,+3/+4,0.7,0.5,14:30,-311.6,47,38.3,37,-6.63
1,2,+1/+2,1.9,0.2,14:30,-311.6,47,38.3,31,-6.63
1,4,+1/+4,0.3,1.1,14:00,-311.6,47,61.7,39,-6.63
1,5,+1/+5,0.1,0.2,13:30,-311.6,47,44.7,47,-6.63
4,5,+4/+5,0.6,0.4,14:00,-311.6,47,29.8,41,-6.63
3,4,+3/+4,0.6,1.1,14:00,-311.6,47,42.6,28,-6.63
4,5,+4/+5,1.0,0.4,11:30,-311.6,47,31.9,24,-6.63
1,3,+1/+3,0.8,1.4,14:00,-311.6,47,44.7,17,-6.63
1,3,+1/+3,1.8,1.5,13:30,-311.6,47,44.7,3,-6.63
3,4,+3/+4,0.4,1.2,11:30,-311.6,47,38.3,31,-6.63
1,3,+1/+3,0.8,1.3,14:00,-311.6,47,44.7,18,-6.63
3,4,+3/+4,1.3,0.1,13:30,-311.6,47,14.9,41,-6.63
1,5,+1/+5,0.1,0.2,14:30,-311.6,47,44.7,47,-6.63
1,5,+1/+5,0.6,0.6,11:30,-311.6,47,44.7,31,-6.63
1,5,+1/+5,0.1,0.2,13:00,-311.6,47,44.7,47,-6.63
1,3,+1/+3,1.0,0.8,11:30,-311.6,47,48.9,15,-6.63
2,3,+2/+3,1.2,0.4,14:30,-312.0,50,34.0,33,-6.24
2,3,+2/+3,0.2,1.4,14:00,-312.0,50,50.0,43,-6.24
2,3,+2/+3,1.3,0.4,12:30,-312.0,50,36.0,25,-6.24
2,3,+2/+3,0.6,1.2,11:00,-312.0,50,48.0,15,-6.24
2,3,+2/+3,0.5,0.6,12:00,-312.0,50,48.0,39,-6.24
2,3,+2/+3,0.2,1.5,14:00,-312.0,50,50.0,43,-6.24
2,3,+2/+3,1.0,1.0,13:30,-312.0,50,44.0,18,-6.24
2,3,+2/+3,0.5,1.0,14:30,-312.0,50,52.0,36,-6.24
2,4,+2/+4,0.3,0.6,14:00,-312.2,49,51.0,46,-6.37
2,5,+2/+5,0.7,0.1,14:30,-312.2,49,22.4,47,-6.37
2,4,+2/+4,0.7,0.9,14:30,-312.2,49,44.9,31,-6.37
3,5,+3/+5,0.4,0.6,14:30,-312.4,48,43.8,44,-6.51
3,5,+3/+5,0.3,0.4,14:00,-312.4,48,41.7,46,-6.51
3,5,+3/+5,0.3,0.6,11:00,-312.4,48,43.8,42,-6.51
3,5,+3/+5,0.2,0.5,10:30,-312.4,48,43.8,44,-6.51
3,5,+3/+5,0.3,0.4,12:00,-312.4,48,41.7,46,-6.51
3,4,+3/+4,0.4,1.0,14:30,-312.6,47,44.7,37,-6.65
1,5,+1/+5,0.3,0.8,14:00,-312.6,47,57.4,43,-6.65
3,4,+3/+4,1.7,0.1,14:00,-312.6,47,14.9,39,-6.65
1,2,+1/+2,0.7,0.7,11:30,-312.6,47,44.7,23,-6.65
1,2,+1/+2,0.5,0.2,14:00,-312.6,47,40.4,45,-6.65
3,4,+3/+4,0.7,1.4,14:30,-312.6,47,40.4,21,-6.65
3,4,+3/+4,0.7,1.5,14:30,-312.6,47,40.4,20,-6.65
1,2,+1/+2,1.3,1.2,12:30,-312.6,47,44.7,6,-6.65
4,5,+4/+5,0.4,0.5,12:30,-312.6,47,38.3,42,-6.65
3,4,+3/+4,0.4,1.1,11:30,-312.6,47,38.3,31,-6.65
1,5,+1/+5,0.3,1.1,11:00,-312.6,47,53.2,33,-6.65
1,2,+1/+2,0.5,0.3,11:30,-312.6,47,40.4,41,-6.65
3,4,+3/+4,0.8,0.3,11:00,-312.6,47,34.0,27,-6.65
3,4,+3/+4,0.4,1.2,13:30,-312.6,47,44.7,35,-6.65
3,4,+3/+4,0.4,1.1,13:30,-312.6,47,44.7,36,-6.65
1,2,+1/+2,1.6,0.2,13:30,-312.6,47,38.3,31,-6.65
3,4,+3/+4,0.5,0.3,12:30,-312.6,47,31.9,41,-6.65
1,3,+1/+3,0.5,0.9,11:30,-312.6,47,55.3,29,-6.65
1,5,+1/+5,0.4,0.7,14:00,-312.6,47,53.2,40,-6.65
1,2,+1/+2,1.4,1.0,14:00,-312.6,47,44.7,13,-6.65
1,2,+1/+2,1.4,0.5,14:00,-312.6,47,38.3,24,-6.65
